year,player,team,age,g,rush_att,rush_yds,rush_td,targets,rec,rec_yds,rec_td,fmb,ppr
2024,Joe Mixon,HOU,28,14,245,1016,11,52,36,309,1,0,240.5
2024,Chase Brown,CIN,24,16,229,990,7,65,54,360,4,1,255
2024,Chuba Hubbard,CAR,25,15,250,1195,10,54,43,171,1,3,241.6
2024,Bucky Irving,TAM,22,17,207,1122,8,52,47,392,0,1,244.4
2024,Alvin Kamara,NOR,29,14,228,950,6,89,68,543,2,0,265.3
2024,Aaron Jones,MIN,30,17,255,1138,5,62,51,408,2,3,241.6
2024,David Montgomery,DET,27,14,185,775,12,38,36,341,0,1,221.7
2024,Breece Hall,NYJ,23,16,209,876,5,76,57,483,3,2,240.9
2024,D'Andre Swift,CHI,25,17,253,959,6,52,42,386,0,0,214.5
2024,Najee Harris,PIT,26,17,263,1043,6,48,36,283,0,0,204.6
2024,J.K. Dobbins,LAC,26,13,195,905,9,38,32,153,0,0,191.8
2024,Tony Pollard,TEN,27,16,260,1079,5,57,41,238,0,2,200.7
2024,Rico Dowdle,DAL,26,16,235,1079,2,49,39,249,3,2,197.8
2024,Rachaad White,TAM,25,16,144,613,3,57,51,393,6,3,199.6
2024,Zach Charbonnet,SEA,23,17,135,569,8,52,42,340,1,0,186.9
2024,Tyrone Tracy Jr.,NYG,25,17,192,839,5,53,38,284,1,2,182.3
2024,Rhamondre Stevenson,NWE,26,15,207,801,7,41,33,168,1,3,175.9
2024,Brian Robinson Jr.,WAS,25,14,187,799,8,25,20,159,0,2,159.8
2024,Kenneth Walker III,SEA,24,11,153,573,7,53,46,299,1,0,181.2
2024,Kareem Hunt,KAN,29,13,200,728,7,32,23,176,0,0,155.4
2024,Tank Bigsby,JAX,23,16,168,766,7,12,7,54,0,1,129
2024,Javonte Williams,DEN,24,17,139,513,4,70,52,346,0,2,157.9
2024,Jordan Mason,SFO,25,12,153,789,3,14,11,91,0,1,115
2024,Alexander Mattison,LVR,26,14,132,420,4,48,36,294,1,1,137.4
2024,Ray Davis,BUF,25,17,113,442,3,19,17,189,3,0,116.1
2024,Austin Ekeler,WAS,29,12,77,367,4,41,35,366,0,0,132.3
2024,Jerome Ford,CLE,25,14,104,565,3,43,37,225,0,0,134
2024,Tyler Allgeier,ATL,24,17,137,644,3,13,13,88,0,0,106.2
2024,Travis Etienne,JAX,25,15,150,558,2,52,39,254,0,1,130.2
2024,Jaylen Warren,PIT,26,15,120,511,1,47,38,310,0,1,124.1
2024,Ameer Abdullah,LVR,31,16,66,311,2,47,40,261,3,1,125.2
2024,Justice Hill,BAL,27,15,47,228,1,51,42,383,3,0,127.1
2024,Emanuel Wilson,GNB,25,17,103,502,4,14,11,48,1,0,96
2024,Tyjae Spears,TEN,23,12,84,312,4,35,30,224,1,0,113.6
2024,Antonio Gibson,NWE,26,17,120,538,1,29,23,206,0,0,103.4
2024,Cam Akers,2TM,25,17,104,444,2,18,14,68,3,1,93.2
2024,Isaac Guerendo,SFO,24,16,84,420,4,16,15,152,0,1,94.2
2024,Devin Singletary,NYG,27,15,113,437,4,24,21,119,0,2,96.6
2024,Ty Johnson,BUF,27,17,41,213,1,25,18,284,3,0,91.7
2024,Jaleel McLaughlin,DEN,24,16,113,496,1,27,24,76,2,1,97.2
2024,Braelon Allen,NYJ,20,17,92,334,2,27,19,148,1,0,85.2
2024,Gus Edwards,LAC,29,11,101,365,4,5,3,6,0,0,64.1
2024,Roschon Johnson,CHI,23,14,55,150,6,20,16,104,0,0,77.4
2024,Sean Tucker,TAM,23,17,50,308,2,12,9,109,1,0,68.7
2024,Zack Moss,CIN,27,8,74,242,2,27,23,187,1,1,81.9
2024,Nick Chubb,CLE,29,8,102,332,3,11,5,31,1,1,63.3
2024,Jeremy McNichols,WAS,29,17,55,261,4,12,9,27,0,0,63.8
2024,Samaje Perine,KAN,29,17,20,92,1,35,28,322,1,0,81.4
2024,Miles Sanders,CAR,27,11,55,205,2,30,24,148,1,0,77.3
2024,Raheem Mostert,MIA,32,13,85,278,2,23,19,161,0,2,70.9
2024,Kenneth Gainwell,PHI,25,17,75,290,1,22,16,116,0,0,62.6
2024,Ezekiel Elliott,DAL,29,15,74,226,3,15,12,69,0,1,57.5
2024,Isiah Pacheco,KAN,25,7,83,310,1,16,12,79,0,0,56.9
2024,Audric Estime,DEN,21,13,76,310,2,5,5,27,0,1,48.7
2024,Dameon Pierce,HOU,24,11,40,293,2,4,2,2,0,0,43.5
2024,Trey Benson,ARI,22,13,63,291,1,6,6,59,0,0,47
2024,Emari Demercado,ARI,25,13,24,223,1,20,16,104,0,0,54.7
2024,Trey Sermon,IND,25,17,56,159,2,19,16,99,0,0,53.8
2024,Isaiah Davis,NYJ,22,17,30,174,1,12,9,75,1,0,45.9
2024,Dare Ogunbowale,HOU,30,17,30,112,0,28,19,198,1,0,56
2024,Tyler Goodson,IND,24,16,32,153,1,15,11,61,1,0,44.4
2024,Christian McCaffrey,SFO,28,4,50,202,0,19,15,146,0,1,47.8
2024,Chris Brooks,GNB,24,15,36,183,1,13,11,69,0,0,42.2
2024,Chris Rodriguez,WAS,24,9,35,173,2,1,1,12,0,0,31.5
2024,Hassan Haskins,LAC,25,17,34,89,2,3,3,49,1,1,32.8
2024,Kimani Vidal,LAC,23,10,43,155,0,9,5,62,1,0,32.7
2024,Jamaal Williams,NOR,29,14,48,164,1,11,9,57,0,0,37.1
2024,Blake Corum,LAR,24,17,58,207,0,8,7,58,0,0,33.5
2024,D'Onta Foreman,CLE,28,11,71,232,0,8,6,54,0,1,32.6
2024,Cordarrelle Patterson,PIT,33,13,32,135,0,14,12,80,1,1,37.5
2024,Michael Carter,ARI,25,3,35,131,1,11,11,57,0,0,35.8
2024,D'Ernest Johnson,JAX,28,14,32,143,0,19,12,96,0,0,35.9
2024,Khalil Herbert,2TM,26,14,36,130,1,11,10,25,0,0,31.5
2024,Pierre Strong,CLE,26,14,26,108,0,22,14,104,0,0,35.2
2025,Jonathan Taylor,IND,26,17,323,1585,18,55,46,378,2,1,362.3
2025,Christian McCaffrey,SFO,29,17,311,1202,10,129,102,924,7,0,416.6
2025,Bijan Robinson,ATL,23,17,287,1478,7,103,79,820,4,3,370.8
2025,Jahmyr Gibbs,DET,23,17,243,1223,13,94,77,616,5,1,366.9
2025,James Cook,BUF,26,17,309,1621,12,40,33,291,2,3,302.2
2025,Derrick Henry,BAL,31,17,307,1595,16,21,15,150,0,3,279.5
2025,De'Von Achane,MIA,24,16,238,1350,8,85,67,488,4,0,322.8
2025,Kyren Williams,LAR,25,17,259,1252,10,50,36,281,3,2,263.3
2025,Travis Etienne,JAX,26,17,260,1107,7,52,36,292,6,0,253.9
2025,Chase Brown,CIN,25,17,232,1019,6,88,69,437,5,0,282.6
2025,Javonte Williams,DAL,25,16,252,1201,11,51,35,137,2,2,242.8
2025,Josh Jacobs,GNB,27,15,234,929,13,44,36,282,1,2,237.1
2025,D'Andre Swift,CHI,26,16,223,1087,9,48,34,299,1,2,228.6
2025,Saquon Barkley,PHI,28,16,280,1140,7,50,37,273,2,1,232.3
2025,Ashton Jeanty,LVR,22,17,266,975,5,73,55,346,5,1,245.1
2025,Rico Dowdle,CAR,27,17,236,1076,6,50,39,297,1,1,216.3
2025,Jaylen Warren,PIT,27,16,211,958,6,45,40,333,2,0,217.1
2025,Breece Hall,NYJ,24,16,243,1065,4,48,36,350,1,2,207.7
2025,TreVeyon Henderson,NWE,23,17,180,911,9,42,35,221,1,1,206.2
2025,Zach Charbonnet,SEA,24,16,184,730,12,24,20,144,0,0,181.4
2025,Kenneth Walker III,SEA,25,17,221,1027,5,36,31,282,0,0,191.9
2025,RJ Harvey,DEN,24,17,146,540,7,58,47,356,5,1,206.6
2025,Tony Pollard,TEN,28,17,242,1082,5,41,33,206,0,3,185.8
2025,Kenneth Gainwell,PIT,26,17,114,537,5,85,73,486,3,1,221.3
2025,Rhamondre Stevenson,NWE,27,14,130,603,7,37,32,345,2,3,178.8
2025,Quinshon Judkins,CLE,22,14,230,827,7,36,26,171,0,0,169.8
2025,David Montgomery,DET,28,17,158,716,8,29,24,192,0,1,166.9
2025,Jacory Croskey-Merritt,WAS,24,17,175,805,8,13,9,68,0,2,140.3
2025,Kyle Monangai,CHI,23,17,169,783,5,30,18,164,0,0,146.7
2025,Kareem Hunt,KAN,30,17,163,611,8,25,18,143,1,1,145.4
2025,Woody Marks,HOU,25,16,196,703,2,36,24,208,3,0,151.1
2025,Tyrone Tracy Jr.,NYG,26,15,176,740,2,48,36,288,2,1,160.8
2025,Jordan Mason,MIN,26,16,159,758,6,16,14,51,0,1,128.9
2025,Blake Corum,LAR,25,17,145,746,6,14,8,36,0,0,122.2
2025,Tyler Allgeier,ATL,25,17,143,514,8,16,14,96,0,0,123
2025,Bucky Irving,TAM,23,10,173,588,1,35,30,277,3,1,138.5
2025,J.K. Dobbins,DEN,27,10,153,772,4,14,11,37,0,0,115.9
2025,Omarion Hampton,LAC,22,9,124,545,4,35,32,192,1,0,135.7
2025,Cam Skattebo,NYG,23,8,101,410,5,32,24,207,2,1,127.7
2025,Rachaad White,TAM,26,17,132,572,4,45,40,218,0,0,143
2025,Kimani Vidal,LAC,24,13,155,643,3,22,16,136,1,0,117.9
2025,Chuba Hubbard,CAR,26,15,134,511,1,39,30,223,3,1,125.4
2025,Aaron Jones,MIN,31,12,132,548,2,41,28,199,1,1,118.7
2025,Devin Singletary,NYG,28,17,119,437,5,19,18,151,0,0,108.8
2025,Chris Rodriguez,WAS,25,13,112,500,6,4,3,30,0,0,92
2025,Sean Tucker,TAM,24,17,86,320,7,11,8,34,1,0,91.4
2025,Emanuel Wilson,GNB,26,17,125,496,3,17,15,99,0,0,94.5
2025,Bhayshul Tuten,JAX,22,15,83,307,5,14,10,79,2,1,88.6
2025,Ty Johnson,BUF,28,17,50,200,3,33,24,263,2,0,100.3
2025,Nick Chubb,HOU,30,15,122,506,3,20,13,67,0,0,88.3
2025,Zonovan Knight,ARI,24,12,82,269,4,31,22,160,1,1,92.9
2025,Alvin Kamara,NOR,30,11,131,471,1,39,33,186,0,2,100.7
2025,Isiah Pacheco,KAN,26,13,118,462,1,26,19,101,1,0,87.3
2025,Tyjae Spears,TEN,24,13,72,283,2,50,45,264,0,0,111.7
2025,Michael Carter,ARI,26,13,92,333,1,45,33,267,0,0,99
2025,Samaje Perine,CIN,30,15,84,382,3,21,17,87,0,2,77.9
2025,Brian Robinson Jr.,SFO,26,17,92,400,2,12,8,25,0,0,62.5
2025,Dylan Sampson,CLE,21,15,65,175,0,40,33,271,2,1,87.6
2025,Ray Davis,BUF,26,17,58,275,0,13,10,86,2,0,64.1
2025,Tank Bigsby,2TM,24,17,63,356,2,4,3,32,0,0,53.8
2025,Isaiah Davis,NYJ,23,16,43,236,1,28,21,186,0,0,71.2
2025,Jeremy McNichols,WAS,30,17,44,221,1,31,25,196,0,1,72.7
2025,Ollie Gordon,MIA,21,17,70,199,3,9,7,32,1,0,54.1
2025,Keaton Mitchell,BAL,23,13,59,341,1,12,9,63,0,0,55.4
2025,Emari Demercado,ARI,26,13,44,312,0,20,13,101,1,1,58.3
2025,Justice Hill,BAL,28,10,18,93,2,27,21,169,1,0,65.2
2025,Devin Neal,NOR,22,10,57,206,2,19,17,104,0,0,60
2025,Jaylen Wright,MIA,22,10,70,288,2,9,5,44,0,1,48.2
2025,Malik Davis,DAL,27,10,52,250,2,5,2,16,0,0,40.6
2025,Brashard Smith,KAN,22,17,44,151,0,35,25,172,1,0,63.3
2025,Audric Estime,NOR,22,7,46,198,1,13,12,103,0,0,48.1
2025,Kendre Miller,NOR,23,7,47,193,1,5,5,30,0,0,33.3
2025,Jaleel McLaughlin,DEN,25,8,37,187,1,6,4,27,0,0,31.4
2025,James Conner,ARI,30,3,32,95,1,9,8,38,1,0,33.3
2025,Zavier Scott,MIN,26,16,32,114,0,16,14,98,1,1,39.2
2025,Hunter Luepke,DAL,25,17,16,71,0,15,13,109,1,0,37
2025,Trey Benson,ARI,23,4,29,160,0,16,13,64,0,0,35.4
2025,Ameer Abdullah,IND,32,13,14,60,1,17,16,99,0,1,35.9
2025,Chris Brooks,GNB,25,17,27,106,0,17,13,91,0,0,32.7
2025,Jerome Ford,CLE,26,13,24,73,0,32,26,103,0,0,43.6
2025,Tyler Badie,DEN,25,16,8,23,0,31,19,141,0,0,35.4
