year,player,team,age,att,yac_att,brk_rate,ol_adj_ybc,z_yac,z_brk,z_ol,LINX,ypc_above_team
2022,Rachaad White,TAM,23,129,1.2868,0.031,0.2145,-1.6626,-0.8123,0.8661,-0.7753,0.1427
2022,Ezekiel Elliott,DAL,27,231,1.5411,0.039,-0.2229,-0.9172,-0.5403,-0.9024,-0.8005,-0.632
2022,Leonard Fournette,TAM,27,189,1.5132,0.0212,-0.2062,-0.999,-1.1455,-0.8349,-1.0019,-0.0516
2022,Michael Carter,NYJ,23,114,1.1579,0.0614,-0.4541,-2.0404,0.2212,-1.8373,-1.3111,-0.6453
2022,Kenyan Drake,BAL,28,109,1.1651,0.0,0.0366,-2.0193,-1.8663,0.1468,-1.4319,-0.549
2023,De'Von Achane,MIA,22,103,3.068,0.1262,1.6915,3.228,1.6298,4.1759,2.9855,2.2544
2023,Jaylen Warren,PIT,25,149,2.396,0.1812,0.7767,1.3247,3.254,1.8466,2.0339,0.7593
2023,Jahmyr Gibbs,DET,21,182,2.5165,0.1154,0.1959,1.666,1.3108,0.3677,1.2349,0.3776
2023,James Conner,ARI,28,208,2.2067,0.1298,0.1089,0.7885,1.7361,0.1461,0.9122,0.236
2023,Jonathan Taylor,IND,24,169,2.6864,0.0828,-0.3883,2.1472,0.3481,-1.1199,0.7907,0.0409
2023,Kyren Williams,LAR,23,228,2.0132,0.1009,0.6107,0.2405,0.8826,1.4239,0.729,0.7857
2023,Najee Harris,PIT,25,255,2.4235,0.1176,-0.4538,1.4026,1.3758,-1.2867,0.7222,-0.4437
2023,Aaron Jones,GNB,29,142,2.2465,0.0775,0.2374,0.9013,0.1916,0.4733,0.5814,0.5518
2023,Zamir White,LVR,24,104,2.3558,0.0769,-0.081,1.2108,0.1739,-0.3374,0.5127,0.4714
2023,Breece Hall,NYJ,22,223,2.2152,0.0852,0.0703,0.8126,0.419,0.0478,0.5033,0.3449
2023,Khalil Herbert,CHI,25,132,2.1364,0.0985,-0.0133,0.5894,0.8118,-0.165,0.4675,0.3873
2023,Christian McCaffrey,SFO,27,272,2.2279,0.0551,0.3167,0.8486,-0.4699,0.6752,0.4097,0.3589
2023,David Montgomery,DET,26,219,2.3014,0.0776,-0.1466,1.0567,0.1945,-0.5045,0.4078,-0.18
2023,Jerome Ford,CLE,24,204,1.799,0.1275,0.0584,-0.3662,1.6682,0.0175,0.34,0.0667
2023,Derrick Henry,TEN,29,280,2.1464,0.0821,-0.0882,0.6177,0.3274,-0.3558,0.2873,-0.0906
2023,Tyjae Spears,TEN,22,100,2.16,0.05,0.2603,0.6563,-0.6205,0.5316,0.2421,0.2715
2023,Bijan Robinson,ATL,21,214,1.9065,0.0701,0.4764,-0.0617,-0.0269,1.0819,0.2346,0.4719
2023,Rhamondre Stevenson,NWE,25,156,2.0705,0.0705,0.0423,0.4028,-0.0151,-0.0235,0.1708,0.2493
2023,Tony Pollard,DAL,26,252,2.0238,0.0754,0.0481,0.2705,0.1296,-0.0087,0.1584,0.1367
2023,Raheem Mostert,MIA,31,209,2.2249,0.0766,-0.3904,0.8401,0.165,-1.1253,0.1462,-0.6705
2023,Brian Robinson Jr.,WAS,24,178,1.9438,0.0899,-0.0171,0.0439,0.5578,-0.1747,0.1434,-0.1404
2023,Isiah Pacheco,KAN,24,205,1.878,0.0732,0.2458,-0.1424,0.0646,0.4947,0.079,0.4886
2023,Travis Etienne,JAX,24,267,1.6292,0.1161,0.1461,-0.8471,1.3315,0.2408,0.0785,0.2892
2023,Zach Charbonnet,SEA,22,108,1.9352,0.0926,-0.153,0.0196,0.6375,-0.5208,0.0699,0.1146
2023,D'Andre Swift,PHI,24,229,1.7773,0.0917,0.1436,-0.4277,0.6109,0.2345,0.0495,0.1273
2023,Chuba Hubbard,CAR,24,238,1.8277,0.0714,0.117,-0.2849,0.0115,0.1667,-0.0831,0.1679
2023,James Cook,BUF,24,237,2.0338,0.0338,0.1991,0.2988,-1.0989,0.3758,-0.1013,0.3037
2023,Saquon Barkley,NYG,26,247,1.9514,0.0486,0.1312,0.0654,-0.6619,0.2029,-0.1184,0.3099
2023,Kenneth Walker III,SEA,23,219,1.5799,0.1005,0.057,-0.9867,0.8708,0.014,-0.1793,-0.0308
2023,Tyler Allgeier,ATL,23,186,1.9516,0.0806,-0.4573,0.066,0.2831,-1.2956,-0.2093,-0.4168
2023,Joshua Kelley,LAC,26,107,1.7664,0.0561,0.2328,-0.4585,-0.4404,0.4616,-0.223,0.3141
2023,Zack Moss,IND,26,183,1.8852,0.0219,0.367,-0.122,-1.4504,0.8033,-0.2892,-0.005
2023,Ty Chandler,MIN,25,102,1.7843,0.0294,0.4214,-0.4078,-1.2289,0.9418,-0.3167,0.4827
2023,Devin Singletary,HOU,26,216,1.6111,0.0463,0.5138,-0.8984,-0.7298,1.1771,-0.3289,0.5016
2023,Miles Sanders,CAR,26,129,1.7364,0.062,-0.2327,-0.5435,-0.2661,-0.7237,-0.5053,-0.2732
2023,Austin Ekeler,LAC,28,179,1.676,0.0503,0.0465,-0.7146,-0.6117,-0.0128,-0.5082,0.0374
2023,Alvin Kamara,NOR,28,180,1.5944,0.0389,0.3071,-0.9457,-0.9483,0.6508,-0.5473,0.3326
2023,Gus Edwards,BAL,28,198,1.8283,0.0606,-0.4846,-0.2832,-0.3075,-1.3651,-0.561,-0.5684
2023,Javonte Williams,DEN,23,217,1.7143,0.0507,-0.318,-0.6061,-0.5998,-0.9409,-0.6879,-0.543
2023,D'Onta Foreman,CHI,27,109,1.5138,0.0642,-0.1204,-1.174,-0.2012,-0.4377,-0.6981,-0.3424
2023,Alexander Mattison,MIN,25,180,1.7333,0.0278,-0.1583,-0.5523,-1.2761,-0.5343,-0.7649,-0.148
2023,Dameon Pierce,HOU,23,145,1.6276,0.0828,-0.7911,-0.8516,0.3481,-2.1456,-0.8152,-0.7869
2023,Ezekiel Elliott,NWE,28,184,1.587,0.0272,0.047,-0.9666,-1.2938,-0.0115,-0.826,-0.2295
2023,Joe Mixon,CIN,27,257,1.4125,0.0389,0.1675,-1.4609,-0.9483,0.2953,-0.8681,-0.0458
2023,Rachaad White,TAM,24,272,1.4559,0.0331,0.1588,-1.3379,-1.1196,0.2732,-0.8697,0.2203
2023,Josh Jacobs,LVR,25,233,1.5193,0.0429,-0.1262,-1.1584,-0.8302,-0.4525,-0.8835,-0.4102
2023,AJ Dillon,GNB,25,178,1.6966,0.0281,-0.3887,-0.6562,-1.2673,-1.1209,-0.9557,-0.6241
2023,Jamaal Williams,NOR,28,106,1.4151,0.0283,-0.4823,-1.4535,-1.2614,-1.3593,-1.3723,-0.6362
2023,Kareem Hunt,CLE,28,135,1.2963,0.0148,-0.3798,-1.79,-1.66,-1.0983,-1.5781,-0.8742
2024,Derrick Henry,BAL,30,325,2.7969,0.1292,0.2776,2.0227,2.2701,0.6773,1.7605,0.344
2024,J.K. Dobbins,LAC,26,195,2.5077,0.1231,0.3559,1.1321,2.0407,0.8955,1.3455,0.582
2024,Antonio Gibson,NWE,26,120,2.6917,0.1,0.0083,1.6987,1.172,-0.0731,1.0977,0.4806
2024,Tank Bigsby,JAX,23,168,2.8036,0.0833,-0.1212,2.0433,0.5439,-0.434,0.9742,0.3681
2024,Jahmyr Gibbs,DET,22,250,2.396,0.084,0.5993,0.7882,0.5702,1.5737,0.9192,0.7066
2024,Josh Jacobs,GNB,26,301,2.4485,0.1163,-0.1364,0.9499,1.785,-0.4763,0.8438,-0.134
2024,Bucky Irving,TAM,22,207,2.686,0.058,0.3004,1.6812,-0.4076,0.7408,0.8195,0.3255
2024,Emanuel Wilson,GNB,25,103,2.3495,0.0874,0.4211,0.645,0.6981,1.0771,0.769,0.3245
2024,Jordan Mason,SFO,25,153,2.2745,0.085,0.358,0.4141,0.6078,0.9013,0.594,0.2849
2024,James Conner,ARI,29,236,2.3983,0.1017,-0.1697,0.7953,1.2359,-0.5691,0.5864,-0.3321
2024,Bijan Robinson,ATL,22,304,2.3947,0.0757,0.1282,0.7842,0.2581,0.261,0.4956,0.0934
2024,Jerome Ford,CLE,25,104,2.1154,0.0481,0.9634,-0.0758,-0.7799,2.5883,0.379,1.3385
2024,Zach Charbonnet,SEA,23,135,2.237,0.0889,0.0088,0.2986,0.7545,-0.0717,0.3428,0.103
2024,James Cook,BUF,25,207,2.314,0.0676,0.1975,0.5357,-0.0466,0.4541,0.3406,0.265
2024,Tyler Allgeier,ATL,24,137,2.5985,0.0511,-0.1643,1.4117,-0.6671,-0.5541,0.2966,0.0047
2024,Tony Pollard,TEN,27,260,2.1462,0.0846,0.0801,0.019,0.5928,0.127,0.2181,0.0764
2024,Gus Edwards,LAC,29,101,2.3762,0.0891,-0.5399,0.7272,0.762,-1.6007,0.1557,-0.4451
2024,Jaylen Warren,PIT,26,120,1.9333,0.0833,0.3367,-0.6366,0.5439,0.842,0.0872,0.202
2024,David Montgomery,DET,27,185,2.3135,0.1027,-0.777,0.5342,1.2735,-2.2613,0.0571,-0.7522
2024,Rachaad White,TAM,25,144,2.6528,0.0625,-0.8297,1.5789,-0.2384,-2.4082,0.037,-0.8378
2024,Najee Harris,PIT,26,263,2.057,0.0837,-0.0795,-0.2557,0.5589,-0.3178,-0.0268,-0.0906
2024,Rico Dowdle,DAL,26,235,2.166,0.0468,0.2637,0.08,-0.8288,0.6386,-0.053,0.4499
2024,Chuba Hubbard,CAR,25,250,2.156,0.056,0.1298,0.0492,-0.4828,0.2654,-0.0564,0.2391
2024,Saquon Barkley,PHI,27,345,1.9623,0.0551,0.4563,-0.5473,-0.5167,1.1752,-0.1075,0.5489
2024,Rhamondre Stevenson,NWE,26,207,2.0821,0.0676,0.0041,-0.1784,-0.0466,-0.0848,-0.1154,-0.1332
2024,Brian Robinson Jr.,WAS,25,187,2.2513,0.0535,-0.1481,0.3426,-0.5768,-0.5089,-0.1461,-0.247
2024,Kenneth Walker III,SEA,24,153,2.0261,0.085,-0.25,-0.3508,0.6078,-0.7929,-0.1737,-0.3667
2024,Kyren Williams,LAR,24,316,1.9177,0.0854,-0.0463,-0.6846,0.6229,-0.2253,-0.1775,0.0604
2024,Jaleel McLaughlin,DEN,24,113,1.7168,0.0708,0.5647,-1.3032,0.0738,1.4773,-0.195,0.264
2024,Chase Brown,CIN,24,229,1.7074,0.1004,0.0991,-1.3322,1.187,0.1799,-0.1984,0.2567
2024,Joe Mixon,HOU,28,245,1.9061,0.0776,0.014,-0.7203,0.3295,-0.0572,-0.2396,-0.2629
2024,Devin Singletary,NYG,27,113,2.0442,0.0885,-0.4779,-0.2951,0.7395,-1.4279,-0.2679,-0.2299
2024,De'Von Achane,MIA,23,203,2.0739,0.0345,0.3,-0.2036,-1.2914,0.7397,-0.2941,0.4599
2024,Breece Hall,NYJ,23,209,2.1244,0.0335,0.1304,-0.0481,-1.329,0.2671,-0.3536,0.0101
2024,Aaron Jones,MIN,30,255,2.0549,0.0431,0.0745,-0.2621,-0.9679,0.1113,-0.3805,0.1876
2024,Jonathan Taylor,IND,25,303,1.8878,0.0495,0.2084,-0.7767,-0.7273,0.4845,-0.4466,0.265
2024,Alvin Kamara,NOR,29,228,1.7632,0.057,0.2139,-1.1603,-0.4452,0.4998,-0.5308,0.2069
2024,Ray Davis,BUF,25,113,1.9912,0.0531,-0.4425,-0.4583,-0.5919,-1.3293,-0.7161,-0.6979
2024,Tyrone Tracy Jr.,NYG,25,192,1.7083,0.0313,0.3605,-1.3294,-1.4117,0.9083,-0.7947,0.2726
2024,D'Andre Swift,CHI,25,253,1.7708,0.0277,0.1275,-1.1369,-1.5471,0.259,-0.911,0.249
2024,Travis Etienne,JAX,25,150,1.8333,0.02,0.0095,-0.9445,-1.8367,-0.0698,-0.9935,-0.4714
2024,Javonte Williams,DEN,24,139,1.8345,0.0288,-0.2518,-0.9408,-1.5057,-0.7979,-1.0746,-0.4347
2024,Kareem Hunt,KAN,29,200,1.645,0.035,-0.0161,-1.5243,-1.2726,-0.1411,-1.103,-0.0174
2024,Alexander Mattison,LVR,26,132,1.5985,0.053,-0.2998,-1.6675,-0.5956,-0.9316,-1.162,-0.4188
2024,Nick Chubb,CLE,29,102,1.5882,0.0392,-0.6872,-1.6992,-1.1146,-2.0111,-1.6018,-0.8393
2025,De'Von Achane,MIA,24,238,3.021,0.0924,0.4714,2.8137,1.0094,1.4008,1.9192,0.8125
2025,Chris Rodriguez,WAS,25,112,2.9732,0.1161,-0.5408,2.6788,1.8357,-1.7471,1.3194,-0.0835
2025,Rhamondre Stevenson,NWE,27,130,2.7692,0.1231,-0.5836,2.1032,2.0798,-1.8802,1.1003,0.0077
2025,Kenneth Gainwell,PIT,26,114,2.0789,0.1228,0.3766,0.1554,2.0693,1.106,0.9672,0.2799
2025,Javonte Williams,DAL,25,252,2.4881,0.0992,-0.1478,1.31,1.2465,-0.5249,0.8322,0.1027
2025,Jaylen Warren,PIT,27,211,2.3555,0.109,-0.0701,0.9359,1.5882,-0.2832,0.8268,0.1097
2025,Jonathan Taylor,IND,26,323,2.4365,0.0836,0.0899,1.1644,0.7026,0.2144,0.7884,0.1752
2025,Jordan Mason,MIN,26,159,2.4214,0.0818,0.1227,1.1218,0.6398,0.3164,0.7759,0.46
2025,Bijan Robinson,ATL,23,287,2.3206,0.0767,0.2552,0.8374,0.462,0.7285,0.6976,0.4756
2025,Omarion Hampton,LAC,22,124,1.6855,0.121,0.6874,-0.9546,2.0066,2.0726,0.6905,0.3283
2025,J.K. Dobbins,DEN,27,153,2.4444,0.0588,0.2815,1.1867,-0.1621,0.8103,0.688,0.6213
2025,Jacory Croskey-Merritt,WAS,24,175,2.0686,0.0743,0.4995,0.1264,0.3783,1.4882,0.5424,0.0522
2025,Kenneth Walker III,SEA,25,221,1.8371,0.1041,0.3225,-0.5268,1.4173,0.9378,0.4226,0.3464
2025,TreVeyon Henderson,NWE,23,180,2.0111,0.0611,0.5972,-0.0359,-0.0819,1.7921,0.4073,0.4304
2025,James Cook,BUF,26,309,2.2201,0.068,0.1266,0.5538,0.1587,0.3285,0.379,0.2196
2025,Ashton Jeanty,LVR,22,266,2.0902,0.0902,0.0214,0.1873,0.9327,0.0014,0.3644,0.0172
2025,Chase Brown,CIN,25,232,2.1293,0.069,0.0354,0.2976,0.1935,0.0449,0.2032,0.0569
2025,Derrick Henry,BAL,31,307,2.3746,0.0423,-0.0487,0.9898,-0.7374,-0.2167,0.17,-0.0552
2025,Rico Dowdle,CAR,27,236,2.0339,0.0593,0.1904,0.0285,-0.1447,0.5269,0.1011,0.2601
2025,Josh Jacobs,GNB,27,234,2.0085,0.0684,0.0652,-0.0432,0.1726,0.1376,0.0667,0.0038
2025,Emanuel Wilson,GNB,26,125,2.232,0.056,-0.1604,0.5874,-0.2597,-0.564,0.0454,0.0017
2025,Quinshon Judkins,CLE,22,230,2.1957,0.0478,-0.0023,0.485,-0.5456,-0.0724,0.0365,0.1849
2025,Blake Corum,LAR,25,145,1.6345,0.0828,0.4304,-1.0985,0.6747,1.2733,0.0264,0.1957
2025,Kyren Williams,LAR,25,259,1.9884,0.0849,-0.2343,-0.0999,0.7479,-0.7939,-0.0191,-0.1152
2025,Nick Chubb,HOU,30,122,2.0902,0.041,0.1777,0.1873,-0.7827,0.4874,-0.0287,0.3104
2025,Jahmyr Gibbs,DET,23,243,1.6626,0.0741,0.422,-1.0192,0.3714,1.2472,-0.0354,0.2221
2025,Travis Etienne,JAX,26,260,2.0962,0.0385,0.065,0.2042,-0.8699,0.1369,-0.1348,0.1263
2025,Cam Skattebo,NYG,23,101,1.901,0.0693,-0.0537,-0.3465,0.204,-0.2322,-0.1528,0.0518
2025,Tony Pollard,TEN,28,242,1.8264,0.0661,0.0288,-0.557,0.0924,0.0244,-0.2168,0.1662
2025,Kimani Vidal,LAC,24,155,2.3677,0.0194,-0.2416,0.9703,-1.5358,-0.8166,-0.2282,0.0815
2025,D'Andre Swift,CHI,26,223,1.8879,0.0493,0.129,-0.3835,-0.4933,0.336,-0.2366,0.0694
2025,Rachaad White,TAM,26,132,1.5076,0.0682,0.484,-1.4566,0.1656,1.44,-0.2458,0.572
2025,Breece Hall,NYJ,24,243,1.8395,0.0494,0.0507,-0.5201,-0.4898,0.0925,-0.3579,-0.0557
2025,Zach Charbonnet,SEA,24,184,1.8315,0.0761,-0.3516,-0.5426,0.4411,-1.1587,-0.4015,-0.3333
2025,Kareem Hunt,KAN,30,163,1.9693,0.0429,-0.1405,-0.1538,-0.7165,-0.5021,-0.4097,0.0372
2025,Aaron Jones,MIN,31,132,1.7727,0.0379,0.1556,-0.7086,-0.8908,0.4187,-0.4814,-0.1557
2025,Tyrone Tracy Jr.,NYG,26,176,1.7102,0.0284,0.2822,-0.8849,-1.222,0.8124,-0.5617,0.197
2025,Saquon Barkley,PHI,28,280,1.6107,0.0643,-0.086,-1.1657,0.0297,-0.3327,-0.5988,-0.3049
2025,Kyle Monangai,CHI,23,169,1.9172,0.0296,-0.1415,-0.3008,-1.1802,-0.5053,-0.6157,-0.1719
2025,Isiah Pacheco,KAN,26,118,1.7542,0.0169,0.2414,-0.7608,-1.623,0.6855,-0.6578,0.2039
2025,Alvin Kamara,NOR,30,131,1.4427,0.0534,0.226,-1.6397,-0.3504,0.6376,-0.6836,-0.1246
2025,Woody Marks,HOU,25,196,1.7704,0.0306,-0.0634,-0.715,-1.1453,-0.2624,-0.731,-0.2504
2025,David Montgomery,DET,28,158,2.1899,0.019,-0.6066,0.4686,-1.5497,-1.9517,-0.742,-0.2792
2025,RJ Harvey,DEN,24,146,1.7945,0.0479,-0.4157,-0.647,-0.5421,-1.358,-0.7933,-0.7258
2025,Devin Singletary,NYG,28,119,1.8319,0.0336,-0.3718,-0.5415,-1.0407,-1.2215,-0.8613,-0.3353
2025,Tyler Allgeier,ATL,25,143,1.6084,0.0629,-0.588,-1.1721,-0.0191,-1.8939,-1.0067,-1.0799
2025,Bucky Irving,TAM,23,173,1.6358,0.0578,-0.5787,-1.0948,-0.197,-1.8649,-1.018,-0.3625
2025,Christian McCaffrey,SFO,29,311,1.5241,0.0322,-0.0537,-1.41,-1.0895,-0.2322,-1.0194,-0.1102
2025,Chuba Hubbard,CAR,26,134,1.806,0.0075,-0.3276,-0.6146,-1.9507,-1.084,-1.1328,-0.4858
