year,player,team,LINX_loo,ol_adj_loo
2023,D'Onta Foreman,CHI,-0.6875128094629327,-0.17434968097557313
2023,Zach Charbonnet,SEA,0.07525189630178017,-0.2250929969270583
2023,Joshua Kelley,LAC,-0.2656304090331478,0.32887677397023163
2023,Jamaal Williams,NOR,-1.3071275174543167,-0.6935911429907999
2023,Zamir White,LVR,0.5342681648629575,-0.035359801488833664
2023,De'Von Achane,MIA,2.679136295511011,2.310712975010843
2023,Ty Chandler,MIN,-0.3818650626487258,0.6022665947112791
2023,Tyjae Spears,TEN,0.1845108494188778,0.34857142857142875
2024,Saquon Barkley,PHI,0.20244354818171384,1.887370600414079
2024,Derrick Henry,BAL,2.0489708955733703,1.5305128205128204
2024,Kyren Williams,LAR,-0.25354890485392667,-0.21946202531645564
2024,Bijan Robinson,ATL,0.5024575976812291,0.38807017543859645
2024,Jonathan Taylor,IND,-0.2966015601491546,0.9258925892589258
2024,Josh Jacobs,GNB,0.7422564587262515,-0.436100289203853
2024,Najee Harris,PIT,-0.08612992574143834,-0.22941264758855295
2024,Tony Pollard,TEN,0.22324714127880763,0.27743105950653124
2024,Aaron Jones,MIN,-0.4061196127279044,0.15784313725490184
2024,D'Andre Swift,CHI,-0.8261563199585604,0.5652173913043477
2024,Jahmyr Gibbs,DET,0.8884217952812662,1.224222222222222
2024,Chuba Hubbard,CAR,-0.05827940279236385,0.34689156626506046
2024,Joe Mixon,HOU,-0.2697416734078201,0.03248299319727854
2024,James Conner,ARI,0.5169331745153134,-0.4184495693248125
2024,Rico Dowdle,DAL,0.015454450261531666,0.813881429456724
2024,Chase Brown,CIN,-0.18602265149328281,0.32160287695864387
2024,Alvin Kamara,NOR,-0.49002610818966075,0.620175438596491
2024,Breece Hall,NYJ,-0.35021272732036124,0.3538708918346538
2024,James Cook,BUF,0.3284145935414273,0.46298387602735414
2024,Bucky Irving,TAM,0.7853076236113752,0.6208974550525426
2024,Rhamondre Stevenson,NWE,-0.147170526771774,0.009661835748792313
2024,De'Von Achane,MIA,-0.3016477930535597,0.6603608592998513
2024,Kareem Hunt,KAN,-1.1261887879842365,-0.03644654088050325
2024,J.K. Dobbins,LAC,1.3107250647645565,0.7456928838951311
