year,player,team,age,att,yac_att,brk_rate,ybc_att,ol_adj_ybc,ypc_above_team
2024,Kenneth Walker III,SEA,24,153,2.0261,0.085,1.719,-0.25,-0.3667
2024,Travis Etienne,JAX,25,150,1.8333,0.02,1.8867,0.0095,-0.4714
2024,Rachaad White,TAM,25,144,2.6528,0.0625,1.6042,-0.8297,-0.8378
2024,Javonte Williams,DEN,24,139,1.8345,0.0288,1.8561,-0.2518,-0.4347
2024,Tyler Allgeier,ATL,24,137,2.5985,0.0511,2.1022,-0.1643,0.0047
2024,Zach Charbonnet,SEA,23,135,2.237,0.0889,1.9778,0.0088,0.103
2024,Alexander Mattison,LVR,26,132,1.5985,0.053,1.5833,-0.2998,-0.4188
2024,Antonio Gibson,NWE,26,120,2.6917,0.1,1.7917,0.0083,0.4806
2024,Jaylen Warren,PIT,26,120,1.9333,0.0833,2.325,0.3367,0.202
2024,Ray Davis,BUF,25,113,1.9912,0.0531,1.9204,-0.4425,-0.6979
2024,Jaleel McLaughlin,DEN,24,113,1.7168,0.0708,2.6726,0.5647,0.264
2024,Devin Singletary,NYG,27,113,2.0442,0.0885,1.823,-0.4779,-0.2299
2024,Jerome Ford,CLE,25,104,2.1154,0.0481,3.3173,0.9634,1.3385
2024,Emanuel Wilson,GNB,25,103,2.3495,0.0874,2.5243,0.4211,0.3245
2024,Nick Chubb,CLE,29,102,1.5882,0.0392,1.6667,-0.6872,-0.8393
2024,Gus Edwards,LAC,29,101,2.3762,0.0891,1.2376,-0.5399,-0.4451
2025,Jonathan Taylor,IND,26,323,2.4365,0.0836,2.4706,0.0899,0.1752
2025,Christian McCaffrey,SFO,29,311,1.5241,0.0322,2.3408,-0.0537,-0.1102
2025,James Cook,BUF,26,309,2.2201,0.068,3.0259,0.1266,0.2196
2025,Derrick Henry,BAL,31,307,2.3746,0.0423,2.8208,-0.0487,-0.0552
2025,Bijan Robinson,ATL,23,287,2.3206,0.0767,2.8293,0.2552,0.4756
2025,Saquon Barkley,PHI,28,280,1.6107,0.0643,2.4607,-0.086,-0.3049
2025,Ashton Jeanty,LVR,22,266,2.0902,0.0902,1.5752,0.0214,0.0172
2025,Travis Etienne,JAX,26,260,2.0962,0.0385,2.1615,0.065,0.1263
2025,Kyren Williams,LAR,25,259,1.9884,0.0849,2.8456,-0.2343,-0.1152
2025,Javonte Williams,DAL,25,252,2.4881,0.0992,2.2778,-0.1478,0.1027
2025,Jahmyr Gibbs,DET,23,243,1.6626,0.0741,3.3704,0.422,0.2221
2025,Breece Hall,NYJ,24,243,1.8395,0.0494,2.5432,0.0507,-0.0557
2025,Tony Pollard,TEN,28,242,1.8264,0.0661,2.6446,0.0288,0.1662
2025,De'Von Achane,MIA,24,238,3.021,0.0924,2.6513,0.4714,0.8125
2025,Rico Dowdle,CAR,27,236,2.0339,0.0593,2.5254,0.1904,0.2601
2025,Josh Jacobs,GNB,27,234,2.0085,0.0684,1.9615,0.0652,0.0038
2025,Chase Brown,CIN,25,232,2.1293,0.069,2.2629,0.0354,0.0569
2025,Quinshon Judkins,CLE,22,230,2.1957,0.0478,1.4,-0.0023,0.1849
2025,D'Andre Swift,CHI,26,223,1.8879,0.0493,2.9865,0.129,0.0694
2025,Kenneth Walker III,SEA,25,221,1.8371,0.1041,2.81,0.3225,0.3464
2025,Jaylen Warren,PIT,27,211,2.3555,0.109,2.1848,-0.0701,0.1097
2025,Woody Marks,HOU,25,196,1.7704,0.0306,1.8163,-0.0634,-0.2504
2025,Zach Charbonnet,SEA,24,184,1.8315,0.0761,2.1359,-0.3516,-0.3333
2025,TreVeyon Henderson,NWE,23,180,2.0111,0.0611,3.05,0.5972,0.4304
2025,Tyrone Tracy Jr.,NYG,26,176,1.7102,0.0284,2.4943,0.2822,0.197
2025,Jacory Croskey-Merritt,WAS,24,175,2.0686,0.0743,2.5314,0.4995,0.0522
2025,Bucky Irving,TAM,23,173,1.6358,0.0578,1.763,-0.5787,-0.3625
2025,Kyle Monangai,CHI,23,169,1.9172,0.0296,2.716,-0.1415,-0.1719
2025,Kareem Hunt,KAN,30,163,1.9693,0.0429,1.7791,-0.1405,0.0372
2025,Jordan Mason,MIN,26,159,2.4214,0.0818,2.3459,0.1227,0.46
2025,David Montgomery,DET,28,158,2.1899,0.019,2.3418,-0.6066,-0.2792
2025,Kimani Vidal,LAC,24,155,2.3677,0.0194,1.7806,-0.2416,0.0815
2025,J.K. Dobbins,DEN,27,153,2.4444,0.0588,2.6013,0.2815,0.6213
2025,RJ Harvey,DEN,24,146,1.7945,0.0479,1.9041,-0.4157,-0.7258
2025,Blake Corum,LAR,25,145,1.6345,0.0828,3.5103,0.4304,0.1957
2025,Tyler Allgeier,ATL,25,143,1.6084,0.0629,1.986,-0.588,-1.0799
2025,Chuba Hubbard,CAR,26,134,1.806,0.0075,2.0075,-0.3276,-0.4858
2025,Aaron Jones,MIN,31,132,1.7727,0.0379,2.3788,0.1556,-0.1557
2025,Rachaad White,TAM,26,132,1.5076,0.0682,2.8258,0.484,0.572
2025,Alvin Kamara,NOR,30,131,1.4427,0.0534,2.1527,0.226,-0.1246
2025,Rhamondre Stevenson,NWE,27,130,2.7692,0.1231,1.8692,-0.5836,0.0077
2025,Emanuel Wilson,GNB,26,125,2.232,0.056,1.736,-0.1604,0.0017
2025,Omarion Hampton,LAC,22,124,1.6855,0.121,2.7097,0.6874,0.3283
2025,Nick Chubb,HOU,30,122,2.0902,0.041,2.0574,0.1777,0.3104
2025,Devin Singletary,NYG,28,119,1.8319,0.0336,1.8403,-0.3718,-0.3353
2025,Isiah Pacheco,KAN,26,118,1.7542,0.0169,2.161,0.2414,0.2039
2025,Kenneth Gainwell,PIT,26,114,2.0789,0.1228,2.6316,0.3766,0.2799
2025,Chris Rodriguez,WAS,25,112,2.9732,0.1161,1.4911,-0.5408,-0.0835
2025,Cam Skattebo,NYG,23,101,1.901,0.0693,2.1584,-0.0537,0.0518
